Number,Caller,IT System,Short description,Assignment group,Assigned to,State,Affected CI,Priority,Incident state,Updated,Opened,Severity,Business duration,Duration
INC6633362,Spotlight Service ,,"DBA Spotlight LDNPMTHDBLS1,51433  Availability Group - Failover Availability: Automatic Failover is available, but some data loss is possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:21,2024-11-09 02:52:53,3 - Low,28800,175648
INC6633361,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS074N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS074N01' : Access is denied. (E,Database Administrators,,Closed,ldn1ws074n01,3 - Moderate,Closed,2024-11-11 03:42:03,2024-11-09 02:52:42,3 - Low,28800,175761
INC6633236,Spotlight Service ,,"DBA Spotlight LDNPMTHDBLS1,51433  Availability Group - Failed Over: The availability group has failed over from LDN2WS006N02 to LDN1WS006N01 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:32,2024-11-09 02:48:01,3 - Low,28800,175951
INC6633218,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS085N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS085N01,51433' ",Database Administrators,,Closed,ldn1ws085n01,3 - Moderate,Closed,2024-11-11 03:43:43,2024-11-09 02:47:35,3 - Low,28800,176168
INC6633216,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS037N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS037N01' : Access is denied. (E,Database Administrators,,Closed,ldn1ws037n01,3 - Moderate,Closed,2024-11-11 03:41:26,2024-11-09 02:47:21,3 - Low,28800,176045
INC6633195,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS065N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS065N01,51433' ",Database Administrators,,Closed,ldn1ws065n01,3 - Moderate,Closed,2024-11-11 03:43:45,2024-11-09 02:46:37,3 - Low,28800,176228
INC6633186,Spotlight Service ,,"DBA Spotlight LDNPTPIDBLS2,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:29,2024-11-09 02:46:03,3 - Low,28800,176186
INC6633123,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS055N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws055n02,3 - Moderate,Closed,2024-11-11 03:42:10,2024-11-09 02:43:55,3 - Low,28800,176295
INC6633093,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN2WS055N02  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN2WS055N02' : The RPC server is un,Database Administrators,,Closed,ldn2ws055n02,3 - Moderate,Closed,2024-11-11 03:42:51,2024-11-09 02:42:24,3 - Low,28800,176427
INC6633084,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN2WS022N02  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN2WS022N02' : The RPC server is un,Database Administrators,,Closed,ldn2ws022n02,3 - Moderate,Closed,2024-11-11 03:41:55,2024-11-09 02:42:15,3 - Low,28800,176380
INC6633069,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS022N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws022n02,3 - Moderate,Closed,2024-11-11 03:44:00,2024-11-09 02:41:39,3 - Low,28800,176541
INC6633062,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Distribution Agent Failure: Distribution agent LDN1WS080N01-GCD-GCD_MSSQL_REPLPUBNEW-LDNSQL05\PROD-34 has fa",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:40:38,2024-11-09 02:41:30,3 - Low,28800,176348
INC6632987,AppD Service,,AppDynamics has detected a problem with DB Server [ARU-PRD-LDNPARUDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:42:46,2024-11-09 02:38:09,3 - Low,28800,176677
INC6632926,Spotlight Service ,,"DBA Spotlight LDNPARUDBLS1,51433  Availability Group - Failed Over: The availability group has failed over from LDN2WS019N02 to LDN1WS019N01 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:16,2024-11-09 02:35:23,3 - Low,28800,176753
INC6632895,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS042N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn1ws042n01,3 - Moderate,Closed,2024-11-11 03:42:26,2024-11-09 02:34:02,3 - Low,28800,176904
INC6632823,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS042N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS042N01' : The RPC server is un,Database Administrators,,Closed,ldn1ws042n01,3 - Moderate,Closed,2024-11-11 03:42:11,2024-11-09 02:31:05,3 - Low,28800,177066
INC6632791,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS085N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws085n02,3 - Moderate,Closed,2024-11-11 03:40:28,2024-11-09 02:29:48,3 - Low,28800,177040
INC6632756,Spotlight Service ,,"DBA Spotlight LDNPARUDBLS1,51433  Availability Group - Failover Availability: Automatic Failover is available, but some data loss is possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:28,2024-11-09 02:28:14,3 - Low,28800,177134
INC6632637,Spotlight Service ,,"DBA Spotlight LDNPTMMDBLS1,51433  Availability Group - Failed Over: The availability group has failed over from LDN2WS022N02 to LDN1WS022N01 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:18,2024-11-09 02:23:51,3 - Low,28800,177567
INC6632585,Spotlight Service ,,"DBA Spotlight LDNPLETDDBLS1,51433  Availability Group - Failed Over: The availability group has failed over from LDN1WS042N01 to LDN2WS042N02 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:35,2024-11-09 02:21:13,3 - Low,28800,177682
INC6632569,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN2WS065N02  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN2WS065N02' : The RPC server is un,Database Administrators,,Closed,ldn2ws065n02,3 - Moderate,Closed,2024-11-11 03:43:07,2024-11-09 02:20:47,3 - Low,28800,177740
INC6632563,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS080N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS080N01,51433' ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:43:26,2024-11-09 02:20:35,3 - Low,28800,177771
INC6632553,AppD Service,,AppDynamics has detected a problem with DB Server [TMM-PROD-LDNPTMMDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:57,2024-11-09 02:20:09,3 - Low,28800,177708
INC6632514,AppD Service,,AppDynamics has detected a problem with DB Server [LDN1WS055N01_GCD_32Bit]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1ws055n01,3 - Moderate,Closed,2024-11-11 03:43:11,2024-11-09 02:19:09,3 - Low,28800,177842
INC6632511,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS037N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws037n02,3 - Moderate,Closed,2024-11-11 03:40:59,2024-11-09 02:18:34,3 - Low,28800,177745
INC6632510,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for EUW1WS009N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,i-0bd394daed6d60147,3 - Moderate,Closed,2024-11-11 03:42:47,2024-11-09 02:18:34,3 - Low,28800,177853
INC6632509,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS039N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws039n02,3 - Moderate,Closed,2024-11-11 03:41:50,2024-11-09 02:18:30,3 - Low,28800,177800
INC6632508,Spotlight Service ,,"Spotlight notification for LDNUDISDBLS1,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:25,2024-11-09 02:18:28,3 - Low,28800,177717
INC6632507,Spotlight Service ,,"DBA Spotlight LDNPTMMDBLS1,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPTMMDBLS1,51433' : The ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:23,2024-11-09 02:18:28,3 - Low,28800,177835
INC6632506,Spotlight Service ,DB Farm - EM Dev,"Spotlight notification for LDN2WS031N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws031n02,5 - Planning,Closed,2024-11-11 03:41:16,2024-11-09 02:18:27,3 - Low,28800,177769
INC6632504,Spotlight Service ,,"DBA Spotlight LDNPTMMDBLS1,51433  Monitored Server - Availability Group Secondary Connection Failure: Connection 'Java Channel' failed to connect: The High ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:15,2024-11-09 02:18:24,3 - Low,28800,177891
INC6632496,AppD Service,,AppDynamics has detected a problem with DB Server [TMS-PROD-LDNPTMSDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:40,2024-11-09 02:18:09,3 - Low,28800,177811
INC6632486,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS013N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn1ws013n01,3 - Moderate,Closed,2024-11-11 03:41:59,2024-11-09 02:17:49,3 - Low,28800,177850
INC6632485,Spotlight Service ,,"DBA Spotlight LDNPSHRDBLS2,51433  Availability Group - Failed Over: The availability group has failed over from LDN2WS010N02 to LDN1WS010N01 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:42,2024-11-09 02:17:48,3 - Low,28800,177894
INC6632478,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS040N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS040N01' : The RPC server is un,Database Administrators,,Closed,ldn1ws040n01,3 - Moderate,Closed,2024-11-11 03:42:46,2024-11-09 02:17:24,3 - Low,28800,177922
INC6632470,AppD Service,,AppDynamics has detected a problem with DB Server [LISA-ETD-PROD-LDNPLETDDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:25,2024-11-09 02:17:15,3 - Low,28800,177850
INC6632469,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS022N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS022N02,51433' ",Database Administrators,,Closed,ldn2ws022n02,3 - Moderate,Closed,2024-11-11 03:44:06,2024-11-09 02:17:14,3 - Low,28800,178012
INC6632468,AppD Service,,AppDynamics has detected a problem with DB Server [LDN2WS055N02_GCD_32Bit]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2ws055n02,3 - Moderate,Closed,2024-11-11 03:41:24,2024-11-09 02:17:11,3 - Low,28800,177853
INC6632457,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS055N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS055N01' : The RPC server is un,Database Administrators,,Closed,ldn1ws055n01,3 - Moderate,Closed,2024-11-11 03:43:14,2024-11-09 02:16:41,3 - Low,28800,177993
INC6632450,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS040N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws040n01,3 - Moderate,Closed,2024-11-11 03:43:05,2024-11-09 02:16:20,3 - Low,28800,178005
INC6632429,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS055N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws055n01,3 - Moderate,Closed,2024-11-11 03:40:22,2024-11-09 02:15:36,3 - Low,28800,177886
INC6632405,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS044N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS044N01,51433' ",Database Administrators,,Closed,ldn1ws044n01,3 - Moderate,Closed,2024-11-11 03:42:41,2024-11-09 02:14:27,3 - Low,28800,178094
INC6632393,Spotlight Service ,,"DBA Spotlight LDNPSHRDBLS2,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPSHRDBLS2,51433' : A ne",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:23,2024-11-09 02:14:03,3 - Low,28800,177980
INC6632383,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS055N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS055N02,51433' ",Database Administrators,,Closed,ldn2ws055n02,3 - Moderate,Closed,2024-11-11 03:41:08,2024-11-09 02:13:53,3 - Low,28800,178035
INC6632381,Spotlight Service ,,"DBA Spotlight LDNPSCCMDBLS1,51433  Availability Group - Failed Over: The availability group has failed over from LDN2WS004N02 to LDN1WS004N01 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:43,2024-11-09 02:13:46,3 - Low,28800,178077
INC6632382,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS042N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS042N01,51433' ",Database Administrators,,Closed,ldn1ws042n01,3 - Moderate,Closed,2024-11-11 03:42:45,2024-11-09 02:13:47,3 - Low,28800,178138
INC6632374,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS042N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws042n02,3 - Moderate,Closed,2024-11-11 03:42:49,2024-11-09 02:13:31,3 - Low,28800,178158
INC6632351,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS063N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws063n02,3 - Moderate,Closed,2024-11-11 03:42:20,2024-11-09 02:12:22,3 - Low,28800,178198
INC6632350,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN2WS010N02  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN2WS010N02' : The RPC server is un,Database Administrators,,Closed,ldn2ws010n02,3 - Moderate,Closed,2024-11-11 03:42:27,2024-11-09 02:12:20,3 - Low,28800,178207
INC6632346,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN2WS074N02  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN2WS074N02' : Access is denied. (E,Database Administrators,,Closed,ldn2ws074n02,3 - Moderate,Closed,2024-11-11 03:42:02,2024-11-09 02:12:18,3 - Low,28800,178184
INC6632316,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS010N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS010N02,51433' ",Database Administrators,,Closed,ldn2ws010n02,3 - Moderate,Closed,2024-11-11 03:43:29,2024-11-09 02:11:15,3 - Low,28800,178334
INC6632307,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS034N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws034n01,3 - Moderate,Closed,2024-11-11 03:40:39,2024-11-09 02:10:43,3 - Low,28800,178196
INC6632300,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS034N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS034N01' : Access is denied. (E,Database Administrators,,Closed,ldn1ws034n01,3 - Moderate,Closed,2024-11-11 03:44:08,2024-11-09 02:10:32,3 - Low,28800,178416
INC6632299,Spotlight Service ,,"DBA Spotlight LDNPMTHDBLS1,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPMTHDBLS1,51433' : A ne",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:53,2024-11-09 02:10:30,3 - Low,28800,178283
INC6632298,Spotlight Service ,,"DBA Spotlight LDNPMVSDBLS1,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPMVSDBLS1,51433' : A ne",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:10,2024-11-09 02:10:19,3 - Low,28800,178371
INC6632266,AppD Service,,AppDynamics has detected a problem with DB Server [SharedSQLDBA-LDN1WS0342]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1ws0342,3 - Moderate,Closed,2024-11-11 03:42:00,2024-11-09 02:09:09,3 - Low,28800,178371
INC6632256,Spotlight Service ,,"DBA Spotlight LDNPTRPDBLS2,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:34,2024-11-09 02:08:52,3 - Low,28800,178482
INC6632254,Spotlight Service ,,"DBA Spotlight LDNPARUDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:44:10,2024-11-09 02:08:49,3 - Low,28800,178521
INC6632253,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS006N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws006n01,3 - Moderate,Closed,2024-11-11 03:42:57,2024-11-09 02:08:44,3 - Low,28800,178453
INC6632246,Spotlight Service ,,"DBA Spotlight LDNPTFSDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:39,2024-11-09 02:08:31,3 - Low,28800,178388
INC6632241,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS006N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS006N01' : Access is denied. (E,Database Administrators,,Closed,ldn1ws006n01,3 - Moderate,Closed,2024-11-11 03:43:23,2024-11-09 02:08:22,3 - Low,28800,178501
INC6632152,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN2WS034N02  Monitored Server - Windows Secondary Connection Failure: Connection 'Windows Registry Channel' failed to connect: I,Database Administrators,,Closed,ldn2ws034n02,3 - Moderate,Closed,2024-11-11 03:40:38,2024-11-09 02:05:56,3 - Low,28800,178482
INC6632151,Spotlight Service ,tpRP - EM Prod,Spotlight notification for LDNRCAPPSQL1  Monitored Server - Windows Secondary Connection Failure: Connection 'Windows Registry Channel' failed to connect: I,Database Administrators,,Closed,ldnrcappsql1,3 - Moderate,Closed,2024-11-11 03:40:24,2024-11-09 02:05:55,3 - Low,28800,178469
INC6632150,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS012N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS012N01,51433' ",Database Administrators,,Closed,ldn1ws012n01,3 - Moderate,Closed,2024-11-11 03:41:06,2024-11-09 02:05:54,3 - Low,28800,178512
INC6632149,Spotlight Service ,,"DBA Spotlight LDNPTFSDBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:17,2024-11-09 02:05:45,3 - Low,28800,178592
INC6632134,AppD Service,,AppDynamics has detected a problem with DB Server [HR-prod-LDNPHRDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:58,2024-11-09 02:05:11,3 - Low,28800,178607
INC6632058,Spotlight Service ,,"DBA Spotlight LDNPHRDBLS1,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPHRDBLS1,51433' : A netw",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:19,2024-11-09 02:03:06,3 - Low,28800,178633
INC6632057,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS085N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS085N02,51433' ",Database Administrators,,Closed,ldn2ws085n02,3 - Moderate,Closed,2024-11-11 03:42:56,2024-11-09 02:03:01,3 - Low,28800,178795
INC6632042,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS073N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS073N02,51433' ",Database Administrators,,Closed,ldn2ws073n02,3 - Moderate,Closed,2024-11-11 03:40:17,2024-11-09 02:02:46,3 - Low,28800,178651
INC6632040,AppD Service,,AppDynamics has detected a problem with DB Server [Matchbook-prod - LDNPMTHDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:40:26,2024-11-09 02:02:09,3 - Low,28800,178697
INC6632039,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS017N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS017N01,51433' ",Database Administrators,,Closed,ldn1ws017n01,3 - Moderate,Closed,2024-11-11 03:42:32,2024-11-09 02:02:05,3 - Low,28800,178827
INC6632038,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS065N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS065N02,51433' ",Database Administrators,,Closed,ldn2ws065n02,3 - Moderate,Closed,2024-11-11 03:40:48,2024-11-09 02:02:03,3 - Low,28800,178725
INC6632031,Spotlight Service ,,"DBA Spotlight LDNPLLMEDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:08,2024-11-09 02:01:26,3 - Low,28800,178842
INC6632023,Spotlight Service ,,"DBA Spotlight LDNPPMDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:15,2024-11-09 02:01:11,3 - Low,28800,178864
INC6632022,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS013N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS013N02,51433' ",Database Administrators,,Closed,ldn2ws013n02,3 - Moderate,Closed,2024-11-11 03:43:03,2024-11-09 02:01:11,3 - Low,28800,178912
INC6632021,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS078N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws078n02,3 - Moderate,Closed,2024-11-11 03:42:59,2024-11-09 02:01:10,3 - Low,28800,178909
INC6632020,AppD Service,,AppDynamics has detected a problem with DB Server [MARKER-LITE-PROD-MARKERDBLITE]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:43:57,2024-11-09 02:01:09,3 - Low,28800,178968
INC6632019,Spotlight Service ,,"DBA Spotlight LDNPARUDBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:21,2024-11-09 02:01:08,3 - Low,28800,178933
INC6632018,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Publication Failure: Publication [CACHE_GCD]: GCD_ORACLE has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:41:05,2024-11-09 02:01:06,3 - Low,28800,178799
INC6632011,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Subscription Failure: Subscription [LDN2WS055N02,51433].[UAD] has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:43:17,2024-11-09 02:01:04,3 - Low,28800,178933
INC6632009,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Subscription Failure: Subscription [LDN1WS055N01,51433].[GCD] has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:42:16,2024-11-09 02:01:02,3 - Low,28800,178874
INC6632008,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Subscription Failure: Subscription [SG1SMBSSHARE01].[CACHE_GCD] has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:40:34,2024-11-09 02:01:01,3 - Low,28800,178773
INC6632007,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Subscription Failure: Subscription [GCDRLDNP].[(default destination)] has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:43:41,2024-11-09 02:01:00,3 - Low,28800,178961
INC6632006,Spotlight Service ,ARU - EM UAT,"Spotlight notification for LDN1WS019N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws019n01,5 - Planning,Closed,2024-11-11 03:41:34,2024-11-09 02:00:59,3 - Low,28800,178835
INC6632005,Spotlight Service ,ARU - EM UAT,"Spotlight notification for LDN1WS019N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS019N01,51433' ",Database Administrators,,Closed,ldn1ws019n01,5 - Planning,Closed,2024-11-11 03:43:10,2024-11-09 02:00:59,3 - Low,28800,178931
INC6632004,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Subscription Failure: Subscription [LDNTMSLIVE1].[CACHE_GCD] has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:44:05,2024-11-09 02:00:58,3 - Low,28800,178987
INC6632003,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Subscription Failure: Subscription [LDNSQL05\PROD].[CACHE_GCD] has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:40:37,2024-11-09 02:00:57,3 - Low,28800,178780
INC6632002,Spotlight Service ,DB Farm - EM Prod,"DBA Spotlight LDN1WS080N01,51433  Replication - Log Reader Agent Failure: Log Reader agent LDN1WS080N01-UAD-4 has failed ",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:42:59,2024-11-09 02:00:54,3 - Low,28800,178925
