Netbios Name,Patched,Engineer,Asset Name,IP Addresses,Operating System Category,OS,Operating System Version,Operating System Lifecycle Stage,Time Zone,Last System Boot,Last Logged-In User
HMOBKT01SP,Phase 2,Reggie,hmobkt01sp,10.182.64.21,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.2305 64-Bit,1809,GA,'-03:00,2023-01-12T18:48:52Z,AMERLD42Srv
NJ1CVSSO01,Phase 4,TBA,NJ1CVSSO01.lnholdings.com,"10.78.107.90,fe80:0:0:0:c95c:c9d3:d892:4da2,10.78.107.91,10.78.107.92,10.78.107.83,10.78.107.84",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-05T00:27:24Z,LNHOLDINGS\pgtses
LDN2WS0257,Phase 4,TBA,LDN2WS0257,10.91.128.81,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T09:10:15Z,CORP\ldn2ws0257_dnamgr
USEDSFINPROD06,#N/A,#N/A,USEDSFINPROD06,10.10.32.110,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-03-05T14:01:52Z,us\administrator
USHSTCDBD1,#N/A,#N/A,USHSTCDBD1,"fe80:0:0:0:24c8:7afd:ccc4:46f7,10.1.59.138",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:16:21Z,US\Administrator
US00WINFAPP10P,Phase 4,TBA,US00WINFAPP10P.global.icap.com,10.1.58.58,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T14:06:17Z,US00WINFAPP10P\AMERLESA
EC2AMAZ-I3TED2K,#N/A,#N/A,EC2AMAZ-I3TED2K,10.16.75.209,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 64-Bit,1607,EOL,UTC,2022-09-06T22:34:32Z,Administrator
NY1CVDHCP01,Phase 4,TBA,NY1CVDHCP01.lnholdings.com,"10.1.100.41,fe80:0:0:0:4558:4012:aeb:6278",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393 64-Bit,1607,EOL,'-05:00,2023-01-21T06:15:55Z,LNHOLDINGS\pgtses
NJ1PUUAS01,Phase 4,TBA,nj1puuas01,"fe80:0:0:0:ec49:bee6:f3be:928a,172.18.121.177,fe80:0:0:0:a873:ed2f:f87d:7def,169.254.125.239",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2023-01-21T07:08:31Z,otas
NJCPUFIAPP02,Phase 4,TBA,NJCPUFIAPP02,10.137.48.38,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:34:24Z,NJCPUFIAPP02\NAEBSysAdmin
NJ1PVBBERG03,Phase 4,TBA,nj1pvbberg03.lnholdings.com,"172.18.104.133,fe80:0:0:0:1111:b742:83ee:b15c",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:22:11Z,corp.ad.tullib.com\lsingh
MA0CMGMT01,#N/A,#N/A,MA0CMGMT01.lnholdings.com,"fe80:0:0:0:a4fd:4d01:97d6:ce49,10.154.254.201",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3165 64-Bit,1809,GA,'-05:00,2022-12-08T15:01:59Z,Administrator
EC2AMAZ-8JM37AI,#N/A,#N/A,EC2AMAZ-8JM37AI,"10.20.6.45,fe80:0:0:0:b815:a1be:43ff:bafc",Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5125 64-Bit,1607,EOL,UTC,2023-01-08T23:40:34Z,Administrator
NJCPEGTFIX02,#N/A,#N/A,NJCPEGTFIX02,"fe80:0:0:0:b0f0:427b:5e98:9b9,10.144.32.83",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:35Z,AMERLPESA
NJC1WS0010,Phase 4,TBA,NJC1WS0010,10.138.32.74,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-05T14:10:10Z,CORP\cdiaz-a
HOUPINFFPS02,Phase 4,TBA,HOUPINFFPS02,10.186.38.17,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-11-05T15:07:42Z,CORP.AD.TULLIB.COM\CORP
US01WDSSAPP02P,#N/A,#N/A,US01WDSSAPP02P.global.icap.com,10.10.48.151,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-10T12:36:48Z,GLOBAL\global
USHSDBSQLD1,#N/A,#N/A,USHSDBSQLD1,10.1.24.180,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-02-26T07:09:18Z,us\administrator
LDN2WS059N04,Phase 3,Pat,LDN2WS059N04.corp.ad.tullib.com,"169.254.4.184,10.91.80.227",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-10-29T02:26:20Z,EMEALNESA
NJ1PVBBERG06,Phase 4,TBA,nj1pvbberg06.lnholdings.com,"172.18.104.136,fe80:0:0:0:963:a47b:a889:594d",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:20:45Z,LNHOLDINGS.COM\m_huertas
EC2AMAZ-QHD0L6F,#N/A,#N/A,EC2AMAZ-QHD0L6F,10.16.75.248,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5125 64-Bit,1607,EOL,UTC,2022-08-10T13:49:53Z,Administrator
NJ1CVCOGCON01,#N/A,#N/A,NJ1CVCOGCON01.lnholdings.com,10.78.107.62,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-10-29T04:15:04Z,LNHOLDINGS\qinli
SNGPSECDES02,Phase 4,TBA,SNGPSECDES02,10.202.35.56,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-04T17:50:19Z,CORP\ahector-a
NJCPEQTDMS01,#N/A,#N/A,njcpeqtdms01.na.ad.tullib.com,10.138.32.131,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'+01:00,2022-03-12T17:16:42Z,corp\apatriciaanne-a
SNG2WS0014,Phase 4,TBA,SNG2WS0014,10.203.32.179,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-04T20:05:33Z,Administrator
PVMLONSUNSQLC,#N/A,#N/A,PVM-LON-SUNSQL.PVM.co.uk,10.72.40.106,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,UTC,2023-01-03T09:44:44Z,CORP\inavarrete-a
AU01WINFFSS01P,Phase 4,TBA,AU01WINFFSS01P.global.icap.com,10.241.38.71,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-11-04T20:03:16Z,GLOBAL.ICAP.COM\GBL DA 4
VRDPVRCLOG04,Phase 4,TBA,VRDPVRCLOG04.corp.ad.tullib.com,10.101.13.19,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2022-11-05T16:52:22Z,CORP.AD.TULLIB.COM\CORP PMS
SNG1WS0002,Phase 4,TBA,SNG1WS0002.corp.ad.tullib.com,"169.254.1.224,10.202.37.32",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5246 64-Bit,1607,EOL,'+08:00,2022-11-16T17:19:16Z,CORP\cmchugh-A
SNG2WS0016,Phase 4,TBA,SNG2WS0016,10.203.32.178,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-12-30T03:31:47Z,Administrator
NJ1CVIAWEB01,#N/A,#N/A,nj1cviaweb01.lnholdings.com,"fe80:0:0:0:51ad:e6c3:9316:7d0b,10.78.100.35",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-05T14:05:28Z,LNHOLDINGS\relefante
US01WTCAAPP02P,Phase 4,TBA,US01WTCAAPP02P,10.10.49.200,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T13:38:14Z,US.ICAP.COM\tds
US01WBOSAPP02P,Phase 4,TBA,US01WBOSAPP02P,10.10.49.176,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2023-01-21T22:56:03Z,GLOBAL.ICAP.COM\bossrv
LDN2WS8054,Phase 4,TBA,LDN2WS8054.corp.ad.tullib.com,10.91.72.178,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-11-05T04:35:01Z,CORP\astenhouse-a
US01WCRHAPP01P,Phase 4,TBA,US01WCRHAPP01P,10.10.49.160,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T13:13:30Z,US.ICAP.COM\bossrv
MADFS01,#N/A,#N/A,MADFS01.eur.ad.tullib.com,170.198.223.72,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25796 64-Bit,6.1,EOL/EOS,UTC,2022-09-03T10:53:26Z,EUR.AD.TULLIB.COM\astenhouseadmin
LDN2WS9931,Phase 4,TBA,LDN2WS9931,10.91.75.132,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-11-05T02:17:31Z,Administrator
US00WBOSAPP04P,Phase 4,TBA,US00WBOSAPP04P,10.1.58.178,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2023-01-21T23:00:24Z,GLOBAL.ICAP.COM\bossrv
SNGPSSPAPP01,Phase 4,TBA,SNGPSSPAPP01,10.202.32.203,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-11-05T01:27:15Z,CORP.AD.TULLIB.COM\CORP DA 13
US01WBOSAPP01P,Phase 4,TBA,US01WBOSAPP01P,10.10.49.175,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2023-01-21T18:38:25Z,GLOBAL.ICAP.COM\bossrv
US00WIMDAPP02P,#N/A,#N/A,US00WIMDAPP02P,10.1.58.94,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:05:25Z,administrator
NJ1CVCITXVDA05,Phase 4,TBA,nj1cvcitxvda05.LNHOLDINGS.com,"fe80:0:0:0:bd80:7200:88f0:bf35,10.78.100.123",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2023-01-21T08:00:41Z,LNHOLDINGS.COM\xencorpadmin
EC2AMAZ-M8IJAJU,#N/A,#N/A,EC2AMAZ-M8IJAJU,10.16.75.201,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-04T09:10:03Z,Administrator
US00WINFAPP01P,#N/A,#N/A,US00WINFAPP01P,10.1.58.38,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25796 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:05:24Z,US\US PMS
US00WIISAPP04P,#N/A,#N/A,US00WIISAPP04P,10.1.58.54,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25796 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T02:18:43Z,us\imdadmin
US00WIISAPP05P,#N/A,#N/A,US00WIISAPP05P,10.1.58.55,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25796 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T02:19:56Z,us\imdadmin
GB00WQLKAPP01P,#N/A,#N/A,GB00WQLKAPP01P,10.72.48.180,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,UTC,2022-11-17T07:34:01Z,ICAP\Administrator
SNG1WS0016,Phase 3,Mike,SNG1WS0016,10.202.32.180,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-12-30T03:45:01Z,Administrator
NJ1CUECH01,Phase 3,Emmanuel,NJ1CUECH01.lnholdings.com,"10.78.201.151,10.78.102.151,169.254.1.226,fe80:0:0:0:d5bb:a630:3374:4b40",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'-05:00,2022-11-02T15:45:12Z,LNHOLDINGS.COM\exchadmin
NJC2WS1628,Phase 4,TBA,NJC2WS1628,10.160.72.106,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-06T11:39:16Z,Administrator
SNGPINFFSH15,Phase 4,TBA,SNGPINFFSH15,10.202.38.43,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-04T17:43:43Z,CORP\CORP PMS
SNG2WS0022,Phase 4,TBA,SNG2WS0022,10.203.32.174,Windows / Server,Microsoft Windows Server 2019 Standard 1809 64-Bit,1809,GA,UTC,2022-11-04T20:00:52Z,APACLNESA
LDNRCAPPWEB1,#N/A,#N/A,LDNRCAPPWEB1,10.72.48.13,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,UTC,2022-12-01T11:48:06Z,ttladmin
SNGPLNEAPP01,Phase 4,TBA,SNGPLNEAPP01,10.202.32.47,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2023-01-01T03:50:33Z,CORP\apatriciaanne-a
NJ1CVFWMGMT01,Phase 4,TBA,nj1cvfwmgmt01.lnholdings.com,"10.78.254.39,fe80:0:0:0:bddd:716a:41bd:a2b1",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-10-29T04:08:50Z,CORP\a_wolcott
LDN2WS8001,Phase 4,TBA,LDN2WS8001.corp.ad.tullib.com,10.91.72.186,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-11-05T02:10:38Z,CORP\ahector-a
SNG2WS0026,Phase 4,TBA,SNG2WS0026,10.203.32.192,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-20T22:20:00Z,CORP\rpagaling-a
LDN2WS8031,Phase 4,TBA,LDN2WS8031.corp.ad.tullib.com,10.91.72.187,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-11-05T04:35:22Z,CORP\ahector-a
SNGPINFFSH25,Phase 4,TBA,SNGPINFFSH25,10.202.38.53,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-05T01:32:56Z,Administrator
US01WRTSFIX01P,#N/A,#N/A,US01WRTSFIX01P.us.icap.com,10.10.48.140,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-03-12T17:10:19Z,us\administrator
NJCPICPAPP01,Phase 4,TBA,NJCPICPAPP01,10.137.64.230,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-12-16T04:15:51Z,CORP\ryap-a
US00WIMDSQL02D,#N/A,#N/A,US00WIMDSQL02D,10.1.58.35,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T08:40:15Z,GLOBAL.ICAP.COM\mpascual-a
US00WTCCAPP01P,Phase 4,TBA,US00WTCCAPP01P,10.1.58.93,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T04:15:55Z,GLOBAL.ICAP.COM\GBL DA 5
LDN2WS0259,Phase 4,TBA,LDN2WS0259,10.91.128.83,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T09:10:14Z,CORP\ldn2ws0259_dnamgr
US00WBOSAPP03P,Phase 4,TBA,US00WBOSAPP03P,10.1.58.177,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2023-01-21T23:00:29Z,GLOBAL.ICAP.COM\bossrv
US00WRPTSQL01P,#N/A,#N/A,US00WRPTSQL01P,10.1.58.14,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20371 64-Bit,6.3,EOL,'-05:00,2022-12-16T02:17:28Z,US.ICAP.COM\US DA 1
SNGPINFFSH16,Phase 4,TBA,SNGPINFFSH16,10.203.38.43,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-04T19:44:17Z,CORP\jmcruz-a
NJCPSECCUR01,Phase 4,TBA,NJCPSECCUR01,10.138.32.172,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T12:28:42Z,NJCPSECCUR01\ccure9000
LDNPINFDCR01,#N/A,#N/A,LDNPINFDCR01,10.74.36.10,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24564 64-Bit,6.1,EOL/EOS,UTC,2022-10-29T11:32:07Z,rootad\ldnadadmin
US00WDTCAPP04P,Phase 4,TBA,US00WDTCAPP04P,10.1.58.91,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T04:15:55Z,GLOBAL.ICAP.COM\jmariano-a
PAR2PINFFPS01,Phase 3,Jeff,PAR2PINFFPS01.corp.ad.tullib.com,10.112.38.16,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-11-26T10:21:11Z,CORP\CORP DA 1
NJ1CVETSMGT01,#N/A,#N/A,NJ1CVETSMGT01.lnholdings.com,"fe80:0:0:0:b899:98cb:a55d:d467,10.78.100.249",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-11-05T00:47:31Z,LNHOLDINGS\jhilaire
PVM-LON-FS01,#N/A,#N/A,PVM-LON-FS01,"10.72.38.32,fe80:0:0:0:c4c8:4da8:b256:fcf1",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,UTC,2022-02-26T01:04:53Z,jlaurilla-a@eur.ad.tullib.com
NJC2WS4465,Phase 3,Reggie,NJC2WS4465,10.160.72.52,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.2114 64-Bit,1809,GA,'-05:00,2022-12-12T07:33:37Z,Administrator
US08WDSSAPP02P,#N/A,#N/A,us08wdssapp02p.global.icap.com,10.50.73.10,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24559,6.1,EOL/EOS,'+01:00,2022-07-21T06:23:14Z,Administrator
NJCPSMOCSS06,Phase 4,TBA,NJCPSMOCSS06,10.137.48.44,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:34:23Z,NJCPSMOCSS06\AMERLESA
ABSS4,#N/A,#N/A,ABSS4,10.1.59.191,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:16:21Z,US\US PMS
USHSNICENDR,#N/A,#N/A,USHSNICENDR.us.icap.com,"10.1.35.221,fe80:0:0:0:1935:a919:28f9:c0cf",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,UTC,2022-04-02T00:29:50Z,Administrator
UK2PVINTSQL01,Phase 4,TBA,uk2pvintsql01,"fe80:0:0:0:2857:225e:79aa:5d01,172.24.121.73",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2023-01-07T07:48:38Z,OTAS
SG1PC9REC01,Phase 4,TBA,SG1PC9REC01,10.202.39.52,Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-10-28T16:48:22Z,APAC.AD.TULLIB.COM\c9admin
NJ1CVIMA02,Phase 4,TBA,nj1cvima02.lnholdings.com,"fe80:0:0:0:5d23:fb33:ec16:22ad,10.78.100.102",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:19:04Z,LNHOLDINGS.COM\jhilaire
GB00WCRMAPP01P,#N/A,#N/A,gb00wcrmapp01p.global.icap.com,10.72.48.182,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T03:20:44Z,GLOBAL.ICAP.COM\svc_ecommbiu
UK1CVDC04,Phase 4,TBA,UK1CVDC04.lnholdings.com,10.73.100.62,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2022-11-05T00:19:50Z,LNHOLDINGS.COM\LN DA 2
UK1PVOMSI02,Phase 4,TBA,uk1pvomsi02,172.23.121.68,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T17:38:13Z,Administrator
USICAPDCS01,#N/A,#N/A,usicapdcs01.us.icap.com,"10.1.24.104,10.1.24.101,10.1.24.102",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24564 64-Bit,6.1,EOL/EOS,'-05:00,2022-07-16T12:32:52Z,us\administrator
UK1WCRKAPP01P,#N/A,#N/A,UK1WCRKAPP01P.uk.icap.com,10.73.32.11,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25740 64-Bit,6.1,EOL/EOS,UTC,2022-02-26T08:53:59Z,emealpesa
US00WINFAPP02P,#N/A,#N/A,US00WINFAPP02P,10.1.58.96,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25796 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:16:21Z,us\administrator
US00WPRNAPP01P,#N/A,#N/A,US00WPRNAPP01P,10.1.59.17,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T04:16:22Z,US\d_rainsford-a
BRZPINFDCN01,Phase 3,John,BRZPINFDCN01,10.182.32.35,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393 64-Bit,1607,EOL,'-03:00,2023-01-20T15:18:00Z,NA\na
EUW1WS0023,Phase 4,TBA,euw1ws0023.corp.ad.tullib.com,10.16.15.124,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-07:00,2022-10-29T14:25:46Z,CORP\CORP PMS
NAEXGMBX3,#N/A,#N/A,NAEXGMBX3.na.ad.tullib.com,"10.137.32.143,10.137.37.143",Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-03-24T01:10:29Z,NA\zzzcstradling
NJ1PVUASSQL02,Phase 4,TBA,nj1pvuassql02,"fe80:0:0:0:cd54:472f:3190:7623,172.18.121.181",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,UTC,2023-01-21T07:14:34Z,otas
NJC1WS1085,#N/A,#N/A,NJC1WS1085,10.161.72.67,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 64-Bit,1809,GA,'-05:00,2023-01-10T09:29:46Z,Administrator
SRVINO02SP,Phase 4,TBA,SRVINO02SP,10.182.32.23,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-03:00,2022-12-17T11:52:04Z,SRVINO02SP\larnt
NJ1CUCITXVDA04,Phase 4,TBA,nj1cucitxvda04.LNHOLDINGS.com,"10.78.100.153,fe80:0:0:0:555b:308f:3400:578d",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.19463 64-Bit,6.3,EOL,'-05:00,2022-11-05T17:28:36Z,lnholdings\kmohammed
HKGPINFFSH02,Phase 4,TBA,HKGPINFFSH02,10.236.38.13,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20144 64-Bit,6.3,EOL,'+08:00,2022-04-29T04:34:35Z,GLOBAL.ICAP.COM\pckchan-a
NJCPSNPAPP02,Phase 4,TBA,NJCPSNPAPP02,10.137.32.201,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:34:38Z,CORP.AD.TULLIB.COM\NJCPSNPAPP02admin
SHGREC03,#N/A,#N/A,SHGREC03.apac.ad.tullib.com,170.198.160.39,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20207 64-Bit,6.3,EOL,'+08:00,2022-01-19T10:28:06Z,SHGREC03\shgadm01
SLTPRBRVOIP02,#N/A,#N/A,SLTPRBRVOIP02,10.201.13.19,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20144 64-Bit,6.3,EOL,'+08:00,2022-10-08T23:40:25Z,rbadmin
NJC1WS014N01,Phase 4,TBA,NJC1WS014N01.corp.ad.tullib.com,"10.138.32.204,10.138.32.158,10.138.32.143,10.138.32.144,10.138.32.146,10.138.32.147,169.254.1.4,10.138.32.193,10.138.32.194,10.138.32.199,10.138.32.200,10.138.32.145",Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2023-01-14T14:18:01Z,CORP\afelicio-a
NJC1WS5518,#N/A,#N/A,NJC1WS5518,10.161.72.69,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-10T09:29:55Z,Administrator
JPXTAPP01P,#N/A,#N/A,JPXTAPP01P.jpn.icap.com,10.254.32.125,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'+09:00,2022-10-16T01:36:49Z,JPN\jpcaptivate
